Source DataFile                                         ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,   alpCarQ,   tauCarQ,  alpP680Q,     Alpha,        Ek,      Pmax,
--------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:53:39,    1698839619062,--Not Acquired--     ,--Not Acquired--     ,   517.54,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   265.9880,     0.9828,     93.90,    373.13,    0.7483,    194.98,    0.0000,    0.3534,      1553,    0.5789,      9380,    0.0677,     11374,     0.538,     25.16,   0.00000,      1.17,    126.20,    148.18,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:53:41,    1698839621137,--Not Acquired--     ,--Not Acquired--     ,   518.11,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   284.4050,     0.9834,     94.22,    365.08,    0.7419,    223.02,    0.0000,    0.4035,      1193,    0.5122,      9967,    0.0843,     10193,     0.495,     31.39,   0.00000,      1.34,    115.52,    155.15,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:53:52,    1698839632069,--Not Acquired--     ,--Not Acquired--     ,   518.09,     0.0000,      0.0000,  NO DATA,    '10000,     20.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,   108.9760,     0.9814,    246.19,    401.22,    0.3864,    217.53,    0.0000,    0.4574,      1220,    0.3852,      8110,    0.1574,    133585,     0.226,     26.79,   0.00000,      1.31,     30.83,     40.46,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:53:54,    1698839634123,--Not Acquired--     ,--Not Acquired--     ,   517.31,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   441.3340,     0.9878,     97.90,    362.52,    0.7299,    247.28,    0.0000,    0.0926,      1321,    0.2727,      1351,    0.6347,     10089,     0.457,     27.71,   0.00000,      1.49,     97.41,    145.06,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:05,    1698839645060,--Not Acquired--     ,--Not Acquired--     ,   522.13,     0.0000,      0.0000,  NO DATA,    '10000,     40.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    66.1806,     0.9802,    282.49,    409.34,    0.3099,    217.51,    0.0000,    0.4730,      1179,    0.3821,      7319,    0.1449,     81910,     0.217,     24.41,   0.00000,      1.31,     50.14,     65.69,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:07,    1698839647125,--Not Acquired--     ,--Not Acquired--     ,   517.98,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   345.3470,     0.9897,     95.81,    354.66,    0.7299,    253.93,    0.0000,    0.3223,      1476,    0.0001,      6209,    0.6776,      9810,     0.447,     23.94,   0.00000,      1.53,     91.81,    140.39,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:18,    1698839658065,--Not Acquired--     ,--Not Acquired--     ,   536.70,     0.0000,      0.0000,  NO DATA,    '10000,     80.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    37.0329,     0.9830,    361.60,    438.52,    0.1754,    229.48,    0.0000,    0.4458,      1313,    0.4667,      6164,    0.0875,     67345,     0.238,     16.89,   0.00000,      1.38,     77.37,    106.92,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:20,    1698839660091,--Not Acquired--     ,--Not Acquired--     ,   517.03,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   467.4060,     0.9849,     93.16,    377.64,    0.7533,    257.25,    0.0000,    0.1835,       972,    0.2103,       976,    0.6062,     10125,     0.495,     31.13,   0.00000,      1.55,     98.98,    153.34,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:31,    1698839671076,--Not Acquired--     ,--Not Acquired--     ,   564.32,     0.0000,      0.0000,  NO DATA,    '10000,    160.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     7.0091,     0.9828,    405.83,    454.97,    0.1080,    224.71,    0.0000,    0.4130,      1488,    0.5256,      4382,    0.0614,     45267,     0.289,     12.70,   0.00000,      1.35,    129.68,    175.49,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:33,    1698839673096,--Not Acquired--     ,--Not Acquired--     ,   516.24,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   532.3870,     0.9784,     94.01,    390.05,    0.7590,    250.27,    0.0000,    0.2028,       501,    0.2673,      1141,    0.5299,     10391,     0.507,     35.98,   0.00000,      1.51,    112.22,    169.13,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:44,    1698839684028,--Not Acquired--     ,--Not Acquired--     ,   625.05,     0.0000,      0.0000,  NO DATA,    '10000,    320.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.8962,     0.9799,    434.84,    466.43,    0.0677,    236.82,    0.0000,    0.6351,      1418,    0.3298,      4569,    0.0351,     90999,     0.283,     11.64,   0.00000,      1.43,    125.09,    178.45,
C:\LIFT\DATA\PICO\PICO_202311010853_MiSa2019_4_data.csv , 2023/11/01, 08:54:46,    1698839686227,--Not Acquired--     ,--Not Acquired--     ,   516.35,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,   703.1290,     0.9855,     93.66,    376.06,    0.7509,    260.28,    0.0000,    0.1493,      1083,    0.2727,      1096,    0.5780,      9783,     0.483,     28.58,   0.00000,      1.57,    104.34,    163.54,
